# time N22 N23
0.0,-0.0017391612062039907,0.0006326219793582435
1e-12,-0.0017391612062039907,0.0006326219793582435
2e-12,-0.0006205520193278712,0.0006791893452117242
3e-12,-0.0005343360120295138,0.0004487334773145914
4e-12,-0.00031914193297803,0.00024175289942612882
5e-12,-0.000579919034482512,-8.131011150304591e-05
6e-12,-0.0004668971933396471,-0.00029883235619681956
7e-12,-0.0006428492762533176,-0.0005558418640514303
8e-12,-0.00035335580037338234,-0.0006808425936536493
9e-12,-0.00040776496858460946,-0.0008543171004935504
1e-11,-6.036078652913048e-05,-0.000929962376411762
1.1e-11,-9.020066993327422e-05,-0.0010577838458246398
1.2e-11,0.0001576053562764621,-0.0011919679763242746
1.3e-11,-0.00019521187012009204,-0.0014563291033989525
1.4e-11,-6.84368257340489e-05,-0.0016924691175275476
1.5e-11,-0.0008561455371386222,-0.002247484910176431
1.6e-11,-0.0008179216887190928,-0.002746843496016691
1.7e-11,-0.0019160041001206516,-0.0034984482598643396
1.8e-11,-0.002688759414086832,-0.004596773433346857
1.9e-11,-0.004627128077463547,-0.005745020248840248
2e-11,-0.0050690948790102506,-0.0072442293644733495
2.1e-11,-0.0069536832743464436,-0.009070429745596454
2.2e-11,-0.00828082428488218,-0.011503153538455288
2.3e-11,-0.010169656819012987,-0.013104350891537789
2.4e-11,-0.010591808047994677,-0.01465265287748814
2.5e-11,-0.011799598695450653,-0.015807454863348034
2.6e-11,-0.01204302659904866,-0.016831106021545965
2.7e-11,-0.012694504465164543,-0.01781743059394834
2.8e-11,-0.013086732343660559,-0.018743987993194617
2.9e-11,-0.013599981777845865,-0.019671509703453223
3e-11,-0.014060031792599955,-0.020618139356695122
3.1e-11,-0.014526321637780181,-0.021534898987795675
3.2e-11,-0.015037655306190103,-0.02240582638809514
3.3e-11,-0.01562817433410036,-0.023262435689412695
3.4e-11,-0.016300913415939096,-0.024132687385798577
3.5e-11,-0.01706989708943616,-0.025052792431751552
3.6e-11,-0.017922357798858125,-0.026044470835229094
3.7e-11,-0.018785513254444074,-0.026891177248622083
3.8e-11,-0.019585444511940383,-0.02763767799981474
3.9e-11,-0.020303461290381325,-0.028220449723063087
4e-11,-0.020939237063694455,-0.02863459614250899
4.1e-11,-0.021474822937807378,-0.028873613241092538
4.2e-11,-0.02189582847330596,-0.02893846312519065
4.3e-11,-0.022210133454398987,-0.028834755336650683
4.4e-11,-0.022422373191279935,-0.02856621155434419
4.5e-11,-0.022535696828705508,-0.028134829918878293
4.6e-11,-0.02242604830929596,-0.027399331289721704
4.7e-11,-0.021884435354209957,-0.026138038101995168
4.8e-11,-0.020923010751231017,-0.024445603843995495
4.9e-11,-0.019543914015677098,-0.02240115182765214
5e-11,-0.017795160666595124,-0.02006403608921018
5.1e-11,-0.015721560931938452,-0.017459098302988422
5.2e-11,-0.013361990445072082,-0.01459693623321664
5.3e-11,-0.01075108939584537,-0.011519599725721814
5.4e-11,-0.007920297640770483,-0.008266342569098833
5.5e-11,-0.004866738686844188,-0.004906205873357583
5.6e-11,-0.001023926063333562,-0.0014620238750724947
5.7e-11,0.0035243488109745966,0.0020336422434460827
5.8e-11,0.00868615648198046,0.005569644910802819
5.9e-11,0.014365424135942302,0.009136111169010178
